0	Germany	39857
1	USA	46546
2	China	4354
3	Afghanistan	499
4	Russia	10351
5	Turkey	10095
6	Belgium	43815
7	Albania	3677
8	Bosnia_and_Herzegovina	4478
9	Croatia	13820
10	Greece	26504
11	Italy	33877
12	Macedonia	4434
13	Montenegro	6510
14	Romania	7522
15	Spain	30543
16	Ukraine	3035
17	Bulgaria	6365
18	Algeria	4473
19	Egypt	2654
20	France	39546
21	Jordan	4445
22	Lebanon	9284
23	Morocco	2865
24	Senegal	1033
25	Serbia	5123
26	South_Africa	7255
27	The_Netherlands	46910
28	UK	36327
29	United_Arab_Emirates	39625
30	American_Samoa	3343
31	Andorra	41138
32	Switzerland	68880
33	Brazil	10716
34	Angola	4322
35	Macau	49990
36	Portugal	21438
37	Cameroon	1207
38	Antigua_and_Barbuda	12602
39	Argentina	9162
40	Bolivia	1978
41	Canada	46361
42	Chile	11888
43	Cyprus	28364
44	Israel	29312
45	Lithuania	10975
46	Mexico	9101
47	Norway	84589
48	Paraguay	2771
49	Peru	5411
50	Poland	12263
51	Thailand	4613
52	Uruguay	11952
53	Venezuela	13503
54	Armenia	3031
55	Estonia	14135
56	Georgia	2680
57	India	1406
58	Iran	5227
59	Moldova	1626
60	Indonesia	2949
61	Aruba	22851
62	Australia	57119
63	Ireland	46220
64	Japan	43141
65	Latvia	10663
66	Malaysia	8373
67	Mongolia	2247
68	New_Caledonia	35319
69	New_Zealand	32372
70	Papua_New_Guinea	1428
71	Philippines	2140
72	Slovakia	15976
73	Solomon_Islands	1193
74	South_Korea	21052
75	Sweden	48906
76	Timor-Leste	706
77	Austria	45159
78	Czech_Republic	18839
79	Denmark	55830
80	Finland	44502
81	Hungary	12884
82	Luxembourg	105095
83	Slovenia	23110
84	Azerbaijan	5638
85	Kazakhstan	9167
86	Saudi_Arabia	15836
87	Bahrain	18184
88	Pakistan	1003
89	Bangladesh	670
90	Barbados	14497
91	Belarus	5702
92	Democratic_Republic_of_the_Congo	201
93	Suriname	7018
94	Belize	4496
95	Benin	741
96	Bhutan	2047
97	Ecuador	4073
98	Libya	11321
99	Botswana	7403
100	Cape_Verde	3244
101	Mali	599
102	Nicaragua	1132
103	Nigeria	1240
104	Palestine	1820
105	Burkina_Faso	520
106	Ghana	1333
107	Kuwait	45430
108	Cambodia	797
109	Burma	876
110	Cuba	5704
111	Iceland	39278
112	Cayman_Islands	57048
113	Chad	727
114	Congo	2665
115	Fiji	3546
116	Nepal	535
117	North_Korea	504
118	Sudan	1825
119	Zambia	1238
120	Colombia	6223
121	Costa_Rica	7704
122	Côte_dIvoire	1154
123	Dominican_Republic	5195
124	Greenland	35293
125	Djibouti	1283
126	Puerto_Rico	26461
127	Iraq	889
128	Tunisia	4222
129	El_Salvador	3426
130	Equatorial_Guinea	16852
131	Eritrea	429
132	Ethiopia	325
133	Tanzania	516
134	Haiti	613
135	Gabon	12469
136	Niger	358
137	Grenada	7429
138	Guatemala	2882
139	Guinea	427
140	Guinea-Bissau	539
141	Trinidad_and_Tobago	15205
142	Guyana	2996
143	Honduras	2026
144	Hong_Kong	31824
145	Vietnam	1183
146	Uganda	509
147	Oman	20791
148	Jamaica	4899
149	Kenya	802
150	Kosovo	2241
151	Kyrgyzstan	865
152	Laos	1048
153	Lesotho	981
154	Liberia	219
155	Madagascar	422
156	Malawi	357
157	Maldives	4685
158	Malta	19599
159	Marshall_Islands	3069
160	Mauritania	1131
161	Mauritius	7488
162	Micronesia	2678
163	Monaco	153177
164	Mozambique	408
165	Namibia	5125
166	Palau	10822
167	Panama	7614
168	Uzbekistan	1427
169	Qatar	72398
170	Rwanda	532
171	San_Marino	47171
172	São_Tomé_and_Príncipe	1283
173	Sierra_Leone	352
174	Singapore	43783
175	Somalia	115
176	Zimbabwe	573
177	South_Sudan	1825
178	Sri_Lanka	2375
179	St_Kitts_and_Nevis	10494
180	Swaziland	3311
181	Syria	2931
182	Tajikistan	816
183	The_Bahamas	22462
184	The_Gambia	579
185	Togo	525
186	Tonga	3543
187	Turkmenistan	4587
188	Turks_and_Caicos_Islands	36000
189	Vanuatu	2963
190	Yemen	1437
